"","Contexto","Elemento"
"1962","hyper - BGI (CG context) - genes","Os12g0138166"
"1963","hyper - BGI (CG context) - genes","Os12g0152500"
"1964","hyper - BGI (CG context) - genes","Os12g0155200"
"1965","hyper - BGI (CG context) - genes","Os12g0155250"
"1966","hyper - BGI (CG context) - genes","Os12g0156900"
"1967","hyper - BGI (CG context) - genes","Os12g0163300"
"1968","hyper - BGI (CG context) - genes","Os12g0180600"
"1969","hyper - BGI (CG context) - genes","Os12g0414900"
"1970","hyper - BGI (CG context) - genes","Os12g0503200"
"1971","hyper - BGI (CG context) - genes","Os12g0540700"
"1972","hyper - BGI (CG context) - genes","Os12g0563400"
"1973","hyper - BGI (CG context) - genes","Os12g0590500"
"1974","hyper - BGI (CG context) - genes","Os12g0601000"
"1975","hyper - BGI (CG context) - genes","Os12g0605500"
"1976","hyper - BGI (CG context) - genes","Os12g0616800"
"1977","hyper - BGI (CG context) - genes","Os12g0639600"
"1978","hypo - BGI (CG context) - genes","Os01g0141100"
"1979","hypo - BGI (CG context) - genes","Os01g0141150"
"1980","hypo - BGI (CG context) - genes","Os01g0382200"
"1981","hypo - BGI (CG context) - genes","Os01g0384901"
"1982","hypo - BGI (CG context) - genes","Os01g0385000"
"1983","hypo - BGI (CG context) - genes","Os01g0516200"
"1984","hypo - BGI (CG context) - genes","Os01g0516900"
"1985","hypo - BGI (CG context) - genes","Os01g0649950"
"1986","hypo - BGI (CG context) - genes","Os01g0732100"
"1987","hypo - BGI (CG context) - genes","Os01g0764150"
"1988","hypo - BGI (CG context) - genes","Os01g0775750"
"1989","hypo - BGI (CG context) - genes","Os02g0144300"
"1990","hypo - BGI (CG context) - genes","Os02g0200950"
"1991","hypo - BGI (CG context) - genes","Os02g0270900"
"1992","hypo - BGI (CG context) - genes","Os02g0438700"
"1993","hypo - BGI (CG context) - genes","Os02g0456500"
"1994","hypo - BGI (CG context) - genes","Os02g0466050"
"1995","hypo - BGI (CG context) - genes","Os02g0511100"
"1996","hypo - BGI (CG context) - genes","Os02g0642700"
"1997","hypo - BGI (CG context) - genes","Os02g0644900"
"1998","hypo - BGI (CG context) - genes","Os02g0724500"
"1999","hypo - BGI (CG context) - genes","Os02g0727300"
"2000","hypo - BGI (CG context) - genes","Os02g0728700"
"2001","hypo - BGI (CG context) - genes","Os02g0795300"
"2002","hypo - BGI (CG context) - genes","Os02g0826650"
"2003","hypo - BGI (CG context) - genes","Os03g0109900"
"2004","hypo - BGI (CG context) - genes","Os03g0197000"
"2005","hypo - BGI (CG context) - genes","Os03g0268000"
"2006","hypo - BGI (CG context) - genes","Os03g0295800"
"2007","hypo - BGI (CG context) - genes","Os03g0308800"
"2008","hypo - BGI (CG context) - genes","Os03g0343225"
"2009","hypo - BGI (CG context) - genes","Os03g0434800"
"2010","hypo - BGI (CG context) - genes","Os03g0439800"
"2011","hypo - BGI (CG context) - genes","Os03g0648400"
"2012","hypo - BGI (CG context) - genes","Os03g0651800"
"2013","hypo - BGI (CG context) - genes","Os03g0720300"
"2014","hypo - BGI (CG context) - genes","Os03g0790700"
"2015","hypo - BGI (CG context) - genes","Os03g0811500"
"2016","hypo - BGI (CG context) - genes","Os04g0103100"
"2017","hypo - BGI (CG context) - genes","Os04g0136700"
"2018","hypo - BGI (CG context) - genes","Os04g0184900"
"2019","hypo - BGI (CG context) - genes","Os04g0275100"
"2020","hypo - BGI (CG context) - genes","Os04g0543900"
"2021","hypo - BGI (CG context) - genes","Os04g0624800"
"2022","hypo - BGI (CG context) - genes","Os04g0649700"
"2023","hypo - BGI (CG context) - genes","Os05g0158600"
"2024","hypo - BGI (CG context) - genes","Os05g0158700"
"2025","hypo - BGI (CG context) - genes","Os05g0194500"
"2026","hypo - BGI (CG context) - genes","Os05g0258400"
"2027","hypo - BGI (CG context) - genes","Os05g0317200"
"2028","hypo - BGI (CG context) - genes","Os05g0400200"
"2029","hypo - BGI (CG context) - genes","Os05g0411200"
"2030","hypo - BGI (CG context) - genes","Os05g0521300"
"2031","hypo - BGI (CG context) - genes","Os05g0587100"
"2032","hypo - BGI (CG context) - genes","Os06g0216966"
"2033","hypo - BGI (CG context) - genes","Os06g0218200"
"2034","hypo - BGI (CG context) - genes","Os06g0241400"
"2035","hypo - BGI (CG context) - genes","Os06g0303800"
"2036","hypo - BGI (CG context) - genes","Os06g0304600"
"2037","hypo - BGI (CG context) - genes","Os06g0313440"
"2038","hypo - BGI (CG context) - genes","Os06g0360300"
"2039","hypo - BGI (CG context) - genes","Os06g0486900"
"2040","hypo - BGI (CG context) - genes","Os06g0545400"
"2041","hypo - BGI (CG context) - genes","Os06g0545601"
"2042","hypo - BGI (CG context) - genes","Os06g0568600"
"2043","hypo - BGI (CG context) - genes","Os06g0574332"
"2044","hypo - BGI (CG context) - genes","Os07g0154400"
"2045","hypo - BGI (CG context) - genes","Os07g0158900"
"2046","hypo - BGI (CG context) - genes","Os07g0188233"
"2047","hypo - BGI (CG context) - genes","Os07g0295601"
"2048","hypo - BGI (CG context) - genes","Os07g0414900"
"2049","hypo - BGI (CG context) - genes","Os08g0101000"
"2050","hypo - BGI (CG context) - genes","Os08g0145600"
"2051","hypo - BGI (CG context) - genes","Os08g0207800"
"2052","hypo - BGI (CG context) - genes","Os08g0226232"
"2053","hypo - BGI (CG context) - genes","Os08g0226300"
"2054","hypo - BGI (CG context) - genes","Os08g0280200"
"2055","hypo - BGI (CG context) - genes","Os08g0292900"
"2056","hypo - BGI (CG context) - genes","Os08g0310100"
"2057","hypo - BGI (CG context) - genes","Os08g0326300"
"2058","hypo - BGI (CG context) - genes","Os08g0392201"
"2059","hypo - BGI (CG context) - genes","Os08g0392300"
"2060","hypo - BGI (CG context) - genes","Os08g0454500"
"2061","hypo - BGI (CG context) - genes","Os08g0506100"
"2062","hypo - BGI (CG context) - genes","Os09g0339601"
"2063","hypo - BGI (CG context) - genes","Os09g0339733"
"2064","hypo - BGI (CG context) - genes","Os09g0339800"
"2065","hypo - BGI (CG context) - genes","Os09g0418250"
"2066","hypo - BGI (CG context) - genes","Os09g0472301"
"2067","hypo - BGI (CG context) - genes","Os09g0498500"
"2068","hypo - BGI (CG context) - genes","Os09g0572200"
"2069","hypo - BGI (CG context) - genes","Os10g0121300"
"2070","hypo - BGI (CG context) - genes","Os10g0132700"
"2071","hypo - BGI (CG context) - genes","Os10g0150300"
"2072","hypo - BGI (CG context) - genes","Os10g0394400"
"2073","hypo - BGI (CG context) - genes","Os10g0456500"
"2074","hypo - BGI (CG context) - genes","Os10g0456550"
"2075","hypo - BGI (CG context) - genes","Os10g0507000"
"2076","hypo - BGI (CG context) - genes","Os10g0540900"
"2077","hypo - BGI (CG context) - genes","Os10g0543400"
"2078","hypo - BGI (CG context) - genes","Os10g0565700"
"2079","hypo - BGI (CG context) - genes","Os10g0569800"
"2080","hypo - BGI (CG context) - genes","Os11g0201900"
"2081","hypo - BGI (CG context) - genes","Os11g0214700"
"2082","hypo - BGI (CG context) - genes","Os11g0220100"
"2083","hypo - BGI (CG context) - genes","Os11g0432800"
"2084","hypo - BGI (CG context) - genes","Os11g0512800"
"2085","hypo - BGI (CG context) - genes","Os12g0133300"
"2086","hypo - BGI (CG context) - genes","Os12g0148400"
"2087","hypo - BGI (CG context) - genes","Os12g0156200"
"2088","hypo - BGI (CG context) - genes","Os12g0209300"
"2089","hypo - BGI (CG context) - genes","Os12g0239000"
"2090","hypo - BGI (CG context) - genes","Os12g0249900"
"2091","hypo - BGI (CG context) - genes","Os12g0254400"
"2092","hypo - BGI (CG context) - genes","Os12g0295600"
"2093","hypo - BGI (CG context) - genes","Os12g0430000"
"2094","hypo - BGI (CG context) - genes","Os12g0485600"
"2095","hypo - BGI (CG context) - genes","Os12g0486900"
"2096","hypo - BGI (CG context) - genes","Os12g0498700"
"2097","hypo - BGI (CG context) - genes","Os12g0556500"
"2098","hypo - BGI (CG context) - genes","Os12g0563200"
"2099","hypo - BGI (CG context) - genes","Os12g0579450"
"2100","hypo - BGI (CHG context) - genes","Os01g0115750"
"2101","hypo - BGI (CHG context) - genes","Os01g0115752"
"2102","hypo - BGI (CHG context) - genes","Os01g0116900"
"2103","hypo - BGI (CHG context) - genes","Os01g0116901"
"2104","hypo - BGI (CHG context) - genes","Os01g0151500"
"2105","hypo - BGI (CHG context) - genes","Os01g0155400"
"2106","hypo - BGI (CHG context) - genes","Os01g0203800"
"2107","hypo - BGI (CHG context) - genes","Os01g0268100"
"2108","hypo - BGI (CHG context) - genes","Os01g0268201"
"2109","hypo - BGI (CHG context) - genes","Os01g0273800"
"2110","hypo - BGI (CHG context) - genes","Os01g0275200"
"2111","hypo - BGI (CHG context) - genes","Os01g0278100"
"2112","hypo - BGI (CHG context) - genes","Os01g0307624"
"2113","hypo - BGI (CHG context) - genes","Os01g0542100"
"2114","hypo - BGI (CHG context) - genes","Os01g0567200"
"2115","hypo - BGI (CHG context) - genes","Os01g0612350"
"2116","hypo - BGI (CHG context) - genes","Os01g0649950"
"2117","hypo - BGI (CHG context) - genes","Os01g0660400"
"2118","hypo - BGI (CHG context) - genes","Os01g0679300"
"2119","hypo - BGI (CHG context) - genes","Os01g0690800"
"2120","hypo - BGI (CHG context) - genes","Os01g0733100"
"2121","hypo - BGI (CHG context) - genes","Os01g0749000"
"2122","hypo - BGI (CHG context) - genes","Os01g0775300"
"2123","hypo - BGI (CHG context) - genes","Os01g0775350"
"2124","hypo - BGI (CHG context) - genes","Os01g0894050"
"2125","hypo - BGI (CHG context) - genes","Os01g0894075"
"2126","hypo - BGI (CHG context) - genes","Os01g0943000"
"2127","hypo - BGI (CHG context) - genes","Os02g0102800"
"2128","hypo - BGI (CHG context) - genes","Os02g0114100"
"2129","hypo - BGI (CHG context) - genes","Os02g0171100"
"2130","hypo - BGI (CHG context) - genes","Os02g0216300"
"2131","hypo - BGI (CHG context) - genes","Os02g0296350"
"2132","hypo - BGI (CHG context) - genes","Os02g0296400"
"2133","hypo - BGI (CHG context) - genes","Os02g0306100"
"2134","hypo - BGI (CHG context) - genes","Os02g0314300"
"2135","hypo - BGI (CHG context) - genes","Os02g0438700"
"2136","hypo - BGI (CHG context) - genes","Os02g0503700"
"2137","hypo - BGI (CHG context) - genes","Os02g0511100"
"2138","hypo - BGI (CHG context) - genes","Os02g0511400"
"2139","hypo - BGI (CHG context) - genes","Os02g0518600"
"2140","hypo - BGI (CHG context) - genes","Os02g0570400"
"2141","hypo - BGI (CHG context) - genes","Os02g0672100"
"2142","hypo - BGI (CHG context) - genes","Os02g0811902"
"2143","hypo - BGI (CHG context) - genes","Os02g0821600"
"2144","hypo - BGI (CHG context) - genes","Os03g0107100"
"2145","hypo - BGI (CHG context) - genes","Os03g0124000"
"2146","hypo - BGI (CHG context) - genes","Os03g0124033"
"2147","hypo - BGI (CHG context) - genes","Os03g0130200"
"2148","hypo - BGI (CHG context) - genes","Os03g0134300"
"2149","hypo - BGI (CHG context) - genes","Os03g0168800"
"2150","hypo - BGI (CHG context) - genes","Os03g0181500"
"2151","hypo - BGI (CHG context) - genes","Os03g0181550"
"2152","hypo - BGI (CHG context) - genes","Os03g0295800"
"2153","hypo - BGI (CHG context) - genes","Os03g0388300"
"2154","hypo - BGI (CHG context) - genes","Os03g0599400"
"2155","hypo - BGI (CHG context) - genes","Os03g0603200"
"2156","hypo - BGI (CHG context) - genes","Os03g0673500"
"2157","hypo - BGI (CHG context) - genes","Os03g0710100"
"2158","hypo - BGI (CHG context) - genes","Os03g0736000"
"2159","hypo - BGI (CHG context) - genes","Os03g0764450"
"2160","hypo - BGI (CHG context) - genes","Os03g0806100"
"2161","hypo - BGI (CHG context) - genes","Os03g0806300"
"2162","hypo - BGI (CHG context) - genes","Os03g0839100"
"2163","hypo - BGI (CHG context) - genes","Os03g0849300"
"2164","hypo - BGI (CHG context) - genes","Os04g0115600"
"2165","hypo - BGI (CHG context) - genes","Os04g0136000"
"2166","hypo - BGI (CHG context) - genes","Os04g0174100"
"2167","hypo - BGI (CHG context) - genes","Os04g0217500"
"2168","hypo - BGI (CHG context) - genes","Os04g0336600"
"2169","hypo - BGI (CHG context) - genes","Os04g0353600"
"2170","hypo - BGI (CHG context) - genes","Os04g0368000"
"2171","hypo - BGI (CHG context) - genes","Os04g0370900"
"2172","hypo - BGI (CHG context) - genes","Os04g0372400"
"2173","hypo - BGI (CHG context) - genes","Os04g0381000"
"2174","hypo - BGI (CHG context) - genes","Os04g0400000"
"2175","hypo - BGI (CHG context) - genes","Os04g0447600"
"2176","hypo - BGI (CHG context) - genes","Os04g0455200"
"2177","hypo - BGI (CHG context) - genes","Os04g0474300"
"2178","hypo - BGI (CHG context) - genes","Os04g0533900"
"2179","hypo - BGI (CHG context) - genes","Os04g0542000"
"2180","hypo - BGI (CHG context) - genes","Os04g0613200"
"2181","hypo - BGI (CHG context) - genes","Os04g0615000"
"2182","hypo - BGI (CHG context) - genes","Os04g0628600"
"2183","hypo - BGI (CHG context) - genes","Os04g0633900"
"2184","hypo - BGI (CHG context) - genes","Os04g0648950"
"2185","hypo - BGI (CHG context) - genes","Os04g0681500"
"2186","hypo - BGI (CHG context) - genes","Os05g0134700"
"2187","hypo - BGI (CHG context) - genes","Os05g0143550"
"2188","hypo - BGI (CHG context) - genes","Os05g0175800"
"2189","hypo - BGI (CHG context) - genes","Os05g0226000"
"2190","hypo - BGI (CHG context) - genes","Os05g0248301"
"2191","hypo - BGI (CHG context) - genes","Os05g0269500"
"2192","hypo - BGI (CHG context) - genes","Os05g0279600"
"2193","hypo - BGI (CHG context) - genes","Os05g0376200"
"2194","hypo - BGI (CHG context) - genes","Os05g0400400"
"2195","hypo - BGI (CHG context) - genes","Os05g0431700"
"2196","hypo - BGI (CHG context) - genes","Os06g0127000"
"2197","hypo - BGI (CHG context) - genes","Os06g0178601"
"2198","hypo - BGI (CHG context) - genes","Os06g0202300"
"2199","hypo - BGI (CHG context) - genes","Os06g0209500"
"2200","hypo - BGI (CHG context) - genes","Os06g0279900"
"2201","hypo - BGI (CHG context) - genes","Os06g0300366"
"2202","hypo - BGI (CHG context) - genes","Os06g0338200"
"2203","hypo - BGI (CHG context) - genes","Os06g0360500"
"2204","hypo - BGI (CHG context) - genes","Os06g0547500"
"2205","hypo - BGI (CHG context) - genes","Os06g0579600"
"2206","hypo - BGI (CHG context) - genes","Os06g0588450"
"2207","hypo - BGI (CHG context) - genes","Os06g0651100"
"2208","hypo - BGI (CHG context) - genes","Os06g0664300"
"2209","hypo - BGI (CHG context) - genes","Os06g0674400"
"2210","hypo - BGI (CHG context) - genes","Os06g0704800"
"2211","hypo - BGI (CHG context) - genes","Os06g0722201"
"2212","hypo - BGI (CHG context) - genes","Os06g0722300"
"2213","hypo - BGI (CHG context) - genes","Os06g0722700"
"2214","hypo - BGI (CHG context) - genes","Os07g0184900"
"2215","hypo - BGI (CHG context) - genes","Os07g0188000"
"2216","hypo - BGI (CHG context) - genes","Os07g0195350"
"2217","hypo - BGI (CHG context) - genes","Os07g0204500"
"2218","hypo - BGI (CHG context) - genes","Os07g0205700"
"2219","hypo - BGI (CHG context) - genes","Os07g0286950"
"2220","hypo - BGI (CHG context) - genes","Os07g0288700"
"2221","hypo - BGI (CHG context) - genes","Os07g0289050"
"2222","hypo - BGI (CHG context) - genes","Os07g0291750"
"2223","hypo - BGI (CHG context) - genes","Os07g0414200"
"2224","hypo - BGI (CHG context) - genes","Os07g0438300"
"2225","hypo - BGI (CHG context) - genes","Os07g0523150"
"2226","hypo - BGI (CHG context) - genes","Os07g0632600"
"2227","hypo - BGI (CHG context) - genes","Os07g0667100"
"2228","hypo - BGI (CHG context) - genes","Os07g0690400"
"2229","hypo - BGI (CHG context) - genes","Os08g0168400"
"2230","hypo - BGI (CHG context) - genes","Os08g0195900"
"2231","hypo - BGI (CHG context) - genes","Os08g0235650"
"2232","hypo - BGI (CHG context) - genes","Os08g0235600"
"2233","hypo - BGI (CHG context) - genes","Os08g0396700"
"2234","hypo - BGI (CHG context) - genes","Os08g0470700"
"2235","hypo - BGI (CHG context) - genes","Os08g0501200"
"2236","hypo - BGI (CHG context) - genes","Os08g0530801"
"2237","hypo - BGI (CHG context) - genes","Os08g0562866"
"2238","hypo - BGI (CHG context) - genes","Os09g0240200"
"2239","hypo - BGI (CHG context) - genes","Os09g0339601"
"2240","hypo - BGI (CHG context) - genes","Os09g0365900"
"2241","hypo - BGI (CHG context) - genes","Os09g0366101"
"2242","hypo - BGI (CHG context) - genes","Os09g0571033"
"2243","hypo - BGI (CHG context) - genes","Os10g0101200"
"2244","hypo - BGI (CHG context) - genes","Os10g0150300"
"2245","hypo - BGI (CHG context) - genes","Os10g0163290"
"2246","hypo - BGI (CHG context) - genes","Os10g0163300"
"2247","hypo - BGI (CHG context) - genes","Os10g0377800"
"2248","hypo - BGI (CHG context) - genes","Os10g0399100"
"2249","hypo - BGI (CHG context) - genes","Os10g0508000"
"2250","hypo - BGI (CHG context) - genes","Os10g0508050"
"2251","hypo - BGI (CHG context) - genes","Os10g0521400"
"2252","hypo - BGI (CHG context) - genes","Os10g0521450"
"2253","hypo - BGI (CHG context) - genes","Os10g0529600"
"2254","hypo - BGI (CHG context) - genes","Os10g0535900"
"2255","hypo - BGI (CHG context) - genes","Os10g0550800"
"2256","hypo - BGI (CHG context) - genes","Os11g0120850"
"2257","hypo - BGI (CHG context) - genes","Os11g0150200"
"2258","hypo - BGI (CHG context) - genes","Os11g0156200"
"2259","hypo - BGI (CHG context) - genes","Os11g0164900"
"2260","hypo - BGI (CHG context) - genes","Os11g0189600"
"2261","hypo - BGI (CHG context) - genes","Os11g0193300"
"2262","hypo - BGI (CHG context) - genes","Os11g0202350"
"2263","hypo - BGI (CHG context) - genes","Os11g0211300"
"2264","hypo - BGI (CHG context) - genes","Os11g0246250"
"2265","hypo - BGI (CHG context) - genes","Os11g0285000"
"2266","hypo - BGI (CHG context) - genes","Os11g0431700"
"2267","hypo - BGI (CHG context) - genes","Os11g0454701"
"2268","hypo - BGI (CHG context) - genes","Os11g0498400"
"2269","hypo - BGI (CHG context) - genes","Os11g0506300"
"2270","hypo - BGI (CHG context) - genes","Os11g0575600"
"2271","hypo - BGI (CHG context) - genes","Os11g0600700"
"2272","hypo - BGI (CHG context) - genes","Os12g0122000"
"2273","hypo - BGI (CHG context) - genes","Os12g0129550"
"2274","hypo - BGI (CHG context) - genes","Os12g0171801"
"2275","hypo - BGI (CHG context) - genes","Os12g0205633"
"2276","hypo - BGI (CHG context) - genes","Os12g0288600"
"2277","hypo - BGI (CHG context) - genes","Os12g0409800"
"2278","hypo - BGI (CHG context) - genes","Os12g0424300"
"2279","hypo - BGI (CHG context) - genes","Os12g0498800"
"2280","hypo - BGI (CHG context) - genes","Os12g0514900"
"2281","hypo - BGI (CHG context) - genes","Os12g0545900"
"2282","hypo - BGI (CHG context) - genes","Os12g0548300"
"2283","hypo - BGI (CHG context) - genes","Os12g0567500"
"2284","hypo - BGI (CHG context) - genes","Os12g0583801"
"2285","hyper - BGI (CHG context) - genes","Os01g0126200"
"2286","hyper - BGI (CHG context) - genes","Os02g0179200"
"2287","hyper - BGI (CHG context) - genes","Os02g0311600"
"2288","hyper - BGI (CHG context) - genes","Os02g0549700"
"2289","hyper - BGI (CHG context) - genes","Os02g0601500"
"2290","hyper - BGI (CHG context) - genes","Os02g0814200"
"2291","hyper - BGI (CHG context) - genes","Os03g0371300"
"2292","hyper - BGI (CHG context) - genes","Os03g0583900"
"2293","hyper - BGI (CHG context) - genes","Os03g0806100"
"2294","hyper - BGI (CHG context) - genes","Os03g0806300"
"2295","hyper - BGI (CHG context) - genes","Os03g0860700"
"2296","hyper - BGI (CHG context) - genes","Os04g0165900"
"2297","hyper - BGI (CHG context) - genes","Os04g0273900"
"2298","hyper - BGI (CHG context) - genes","Os04g0308000"
"2299","hyper - BGI (CHG context) - genes","Os04g0341500"
"2300","hyper - BGI (CHG context) - genes","Os04g0344400"
"2301","hyper - BGI (CHG context) - genes","Os04g0359900"
"2302","hyper - BGI (CHG context) - genes","Os04g0530801"
"2303","hyper - BGI (CHG context) - genes","Os05g0203900"
"2304","hyper - BGI (CHG context) - genes","Os05g0469450"
"2305","hyper - BGI (CHG context) - genes","Os05g0486300"
"2306","hyper - BGI (CHG context) - genes","Os05g0505075"
"2307","hyper - BGI (CHG context) - genes","Os05g0524900"
"2308","hyper - BGI (CHG context) - genes","Os05g0525000"
"2309","hyper - BGI (CHG context) - genes","Os06g0121800"
"2310","hyper - BGI (CHG context) - genes","Os06g0122001"
"2311","hyper - BGI (CHG context) - genes","Os06g0579200"
"2312","hyper - BGI (CHG context) - genes","Os06g0686050"
"2313","hyper - BGI (CHG context) - genes","Os06g0707800"
"2314","hyper - BGI (CHG context) - genes","Os07g0152301"
"2315","hyper - BGI (CHG context) - genes","Os07g0251900"
"2316","hyper - BGI (CHG context) - genes","Os07g0534350"
"2317","hyper - BGI (CHG context) - genes","Os08g0238200"
"2318","hyper - BGI (CHG context) - genes","Os08g0246300"
"2319","hyper - BGI (CHG context) - genes","Os08g0344700"
"2320","hyper - BGI (CHG context) - genes","Os08g0396401"
"2321","hyper - BGI (CHG context) - genes","Os08g0396700"
"2322","hyper - BGI (CHG context) - genes","Os08g0534900"
"2323","hyper - BGI (CHG context) - genes","Os08g0539400"
"2324","hyper - BGI (CHG context) - genes","Os08g0539900"
"2325","hyper - BGI (CHG context) - genes","Os09g0356800"
"2326","hyper - BGI (CHG context) - genes","Os09g0468000"
"2327","hyper - BGI (CHG context) - genes","Os10g0100300"
"2328","hyper - BGI (CHG context) - genes","Os10g0174548"
"2329","hyper - BGI (CHG context) - genes","Os10g0174624"
"2330","hyper - BGI (CHG context) - genes","Os10g0428900"
"2331","hyper - BGI (CHG context) - genes","Os11g0125700"
"2332","hyper - BGI (CHG context) - genes","Os11g0158666"
"2333","hyper - BGI (CHG context) - genes","Os11g0173100"
"2334","hyper - BGI (CHG context) - genes","Os11g0224600"
"2335","hyper - BGI (CHG context) - genes","Os11g0285000"
"2336","hyper - BGI (CHG context) - genes","Os11g0461000"
"2337","hyper - BGI (CHG context) - genes","Os11g0635000"
"2338","hyper - BGI (CHG context) - genes","Os12g0108350"
"2339","hyper - BGI (CHG context) - genes","Os12g0145566"
"2340","hyper - BGI (CHG context) - genes","Os12g0191300"
"2341","hyper - BGI (CHG context) - genes","Os12g0263200"
"2342","hyper - BGI (CHG context) - genes","Os12g0403800"
"2343","hyper - BGI (CHG context) - genes","Os12g0555300"
"2344","hypo - BGI (CHH context) - genes","Os01g0103050"
"2345","hypo - BGI (CHH context) - genes","Os01g0104900"
"2346","hypo - BGI (CHH context) - genes","Os01g0108500"
"2347","hypo - BGI (CHH context) - genes","Os01g0111600"
"2348","hypo - BGI (CHH context) - genes","Os01g0116900"
"2349","hypo - BGI (CHH context) - genes","Os01g0116901"
"2350","hypo - BGI (CHH context) - genes","Os01g0126200"
"2351","hypo - BGI (CHH context) - genes","Os01g0131250"
"2352","hypo - BGI (CHH context) - genes","Os01g0132700"
"2353","hypo - BGI (CHH context) - genes","Os01g0136700"
"2354","hypo - BGI (CHH context) - genes","Os01g0137400"
"2355","hypo - BGI (CHH context) - genes","Os01g0137125"
"2356","hypo - BGI (CHH context) - genes","Os01g0137150"
"2357","hypo - BGI (CHH context) - genes","Os01g0151500"
"2358","hypo - BGI (CHH context) - genes","Os01g0155400"
"2359","hypo - BGI (CHH context) - genes","Os01g0164800"
"2360","hypo - BGI (CHH context) - genes","Os01g0182700"
"2361","hypo - BGI (CHH context) - genes","Os01g0200400"
"2362","hypo - BGI (CHH context) - genes","Os01g0201750"
"2363","hypo - BGI (CHH context) - genes","Os01g0203400"
"2364","hypo - BGI (CHH context) - genes","Os01g0208700"
"2365","hypo - BGI (CHH context) - genes","Os01g0209200"
"2366","hypo - BGI (CHH context) - genes","Os01g0216900"
"2367","hypo - BGI (CHH context) - genes","Os01g0216951"
"2368","hypo - BGI (CHH context) - genes","Os01g0224300"
"2369","hypo - BGI (CHH context) - genes","Os01g0230200"
"2370","hypo - BGI (CHH context) - genes","Os01g0233100"
"2371","hypo - BGI (CHH context) - genes","Os01g0259600"
"2372","hypo - BGI (CHH context) - genes","Os01g0262600"
"2373","hypo - BGI (CHH context) - genes","Os01g0263600"
"2374","hypo - BGI (CHH context) - genes","Os01g0268600"
"2375","hypo - BGI (CHH context) - genes","Os01g0274901"
"2376","hypo - BGI (CHH context) - genes","Os01g0275500"
"2377","hypo - BGI (CHH context) - genes","Os01g0277600"
"2378","hypo - BGI (CHH context) - genes","Os01g0279400"
"2379","hypo - BGI (CHH context) - genes","Os01g0289600"
"2380","hypo - BGI (CHH context) - genes","Os01g0300400"
"2381","hypo - BGI (CHH context) - genes","Os01g0302500"
"2382","hypo - BGI (CHH context) - genes","Os01g0304500"
"2383","hypo - BGI (CHH context) - genes","Os01g0323300"
"2384","hypo - BGI (CHH context) - genes","Os01g0323950"
"2385","hypo - BGI (CHH context) - genes","Os01g0326100"
"2386","hypo - BGI (CHH context) - genes","Os01g0329000"
"2387","hypo - BGI (CHH context) - genes","Os01g0329075"
"2388","hypo - BGI (CHH context) - genes","Os01g0331100"
"2389","hypo - BGI (CHH context) - genes","Os01g0332200"
"2390","hypo - BGI (CHH context) - genes","Os01g0332500"
"2391","hypo - BGI (CHH context) - genes","Os01g0340400"
"2392","hypo - BGI (CHH context) - genes","Os01g0352100"
"2393","hypo - BGI (CHH context) - genes","Os01g0352200"
"2394","hypo - BGI (CHH context) - genes","Os01g0363300"
"2395","hypo - BGI (CHH context) - genes","Os01g0368500"
"2396","hypo - BGI (CHH context) - genes","Os01g0370000"
"2397","hypo - BGI (CHH context) - genes","Os01g0371500"
"2398","hypo - BGI (CHH context) - genes","Os01g0382200"
"2399","hypo - BGI (CHH context) - genes","Os01g0501000"
"2400","hypo - BGI (CHH context) - genes","Os01g0503400"
"2401","hypo - BGI (CHH context) - genes","Os01g0509800"
"2402","hypo - BGI (CHH context) - genes","Os01g0514000"
"2403","hypo - BGI (CHH context) - genes","Os01g0516900"
"2404","hypo - BGI (CHH context) - genes","Os01g0527400"
"2405","hypo - BGI (CHH context) - genes","Os01g0540400"
"2406","hypo - BGI (CHH context) - genes","Os01g0553600"
"2407","hypo - BGI (CHH context) - genes","Os01g0555300"
"2408","hypo - BGI (CHH context) - genes","Os01g0556001"
"2409","hypo - BGI (CHH context) - genes","Os01g0556800"
"2410","hypo - BGI (CHH context) - genes","Os01g0563000"
"2411","hypo - BGI (CHH context) - genes","Os01g0564300"
"2412","hypo - BGI (CHH context) - genes","Os01g0567200"
"2413","hypo - BGI (CHH context) - genes","Os01g0575901"
"2414","hypo - BGI (CHH context) - genes","Os01g0576100"
"2415","hypo - BGI (CHH context) - genes","Os01g0592900"
"2416","hypo - BGI (CHH context) - genes","Os01g0624000"
"2417","hypo - BGI (CHH context) - genes","Os01g0624133"
"2418","hypo - BGI (CHH context) - genes","Os01g0631400"
"2419","hypo - BGI (CHH context) - genes","Os01g0646700"
"2420","hypo - BGI (CHH context) - genes","Os01g0649732"
"2421","hypo - BGI (CHH context) - genes","Os01g0649950"
"2422","hypo - BGI (CHH context) - genes","Os01g0650000"
"2423","hypo - BGI (CHH context) - genes","Os01g0650200"
"2424","hypo - BGI (CHH context) - genes","Os01g0660400"
"2425","hypo - BGI (CHH context) - genes","Os01g0661601"
"2426","hypo - BGI (CHH context) - genes","Os01g0678700"
"2427","hypo - BGI (CHH context) - genes","Os01g0679000"
"2428","hypo - BGI (CHH context) - genes","Os01g0681000"
"2429","hypo - BGI (CHH context) - genes","Os01g0683100"
"2430","hypo - BGI (CHH context) - genes","Os01g0683400"
"2431","hypo - BGI (CHH context) - genes","Os01g0687900"
