"","Gene_ID","Total_Lists_Present_In","Categories"
"391","LTR_Os_chr_08_1514#LTR",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"392","LTR_Os_chr_08_1527#LTR/Gypsy",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"393","LTR_Os_chr_08_1547#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"394","LTR_Os_chr_08_1557#LTR/Gypsy",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"395","LTR_Os_chr_08_1558#LTR/Gypsy",4,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"396","LTR_Os_chr_08_1582#LTR/Gypsy",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"397","LTR_Os_chr_08_1604#LTR",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"398","LTR_Os_chr_08_1621#LTR",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"399","LTR_Os_chr_08_1625#LTR",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hyper - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"400","LTR_Os_chr_08_1638#LTR",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hyper - BGI (CHG context) - repeats"
"401","LTR_Os_chr_08_1654#LTR/Gypsy",4,"hypo - BGI (CG context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"402","LTR_Os_chr_08_1658#LTR/Gypsy",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"403","LTR_Os_chr_09_1678#LTR",4,"hypo - Azucena (CHG context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"404","LTR_Os_chr_09_1684#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"405","LTR_Os_chr_09_1685#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"406","LTR_Os_chr_09_1706#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"407","LTR_Os_chr_09_1710#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"408","LTR_Os_chr_09_1711#LTR",4,"hypo - Azucena (CHG context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"409","LTR_Os_chr_09_1715#LTR/Copia",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"410","LTR_Os_chr_09_1716#LTR/Copia",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"411","LTR_Os_chr_09_1736#LTR",4,"hypo - Azucena (CG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"412","LTR_Os_chr_09_1737#LTR/Gypsy",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"413","LTR_Os_chr_09_1743#LTR/Gypsy",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"414","LTR_Os_chr_09_1745#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"415","LTR_Os_chr_09_1747#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"416","LTR_Os_chr_09_1753#LTR/Copia",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"417","LTR_Os_chr_09_1767#LTR/Copia",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"418","LTR_Os_chr_09_1781#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"419","LTR_Os_chr_09_1786#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"420","LTR_Os_chr_09_1800#LTR",4,"hyper - Azucena (CG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"421","LTR_Os_chr_09_1807#LTR/Copia",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"422","LTR_Os_chr_10_1830#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"423","LTR_Os_chr_10_1834#LTR",4,"hypo - Azucena (CG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"424","LTR_Os_chr_10_1842#LTR",4,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CG context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"425","LTR_Os_chr_10_1862#LTR/Gypsy",4,"hypo - BGI (CG context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"426","LTR_Os_chr_10_1864#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"427","LTR_Os_chr_10_1884#LTR/Gypsy",4,"hypo - Azucena (CG context) - repeats | hyper - Azucena (CHG context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"428","LTR_Os_chr_10_1898#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"429","LTR_Os_chr_10_1927#LTR",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"430","LTR_Os_chr_10_1940#LTR/Gypsy",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"431","LTR_Os_chr_11_1978#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"432","LTR_Os_chr_11_2012#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"433","LTR_Os_chr_11_2017#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"434","LTR_Os_chr_11_2020#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hyper - BGI (CHH context) - repeats"
"435","LTR_Os_chr_11_2047#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hyper - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"436","LTR_Os_chr_11_2052#LTR/Gypsy",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"437","LTR_Os_chr_11_2057#LTR/Gypsy",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"438","LTR_Os_chr_11_2083#LTR/Gypsy",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"439","LTR_Os_chr_12_2164#LTR",4,"hyper - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"440","LTR_Os_chr_12_2206#LTR/Gypsy",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"441","LTR_Os_chr_12_2215#LTR/Gypsy",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"442","LTR_Os_chr_12_2216#LTR",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"443","LTR_Os_chr_12_2223#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"444","LTR_Os_chr_12_2237#LTR/Gypsy",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"445","LTR_Os_chr_12_2239#LTR/Gypsy",4,"hypo - Azucena (CHG context) - repeats | hyper - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"446","LTR_Os_chr_12_2246#LTR/Gypsy",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"447","LTR_Os_chr_12_2251#LTR/Gypsy",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"448","LTR_Os_chr_12_2267#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"449","LTR_Os_chr_12_2319#LTR/Gypsy",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"450","LTR_Os_chr_12_2324#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hyper - BGI (CHH context) - repeats"
"451","LTR_Os_chr_12_2325#LTR/Gypsy",4,"hyper - Azucena (CG context) - repeats | hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"452","LTR_Os_chr_12_2326#LTR/Copia",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"453","LTR_Os_chr_12_2333#LTR/Copia",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"454","LTR_Os_chr_12_2338#LTR/Gypsy",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"455","LTR_Sb_chr_04_15#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"456","MERMITE18A#DNA",4,"hypo - Azucena (CG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hyper - BGI (CHH context) - repeats"
"457","MERMITEB#DNA",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"458","MUDRN4_OS#DNA/MuDR",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"459","MU_OS#DNA/MuDR",4,"hyper - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"460","MuDR4_OS#DNA/MuDR",4,"hypo - Azucena (CHG context) - repeats | hypo - BGI (CG context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"461","NDNA2TNA_OS#DNA/Mite",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hyper - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats"
"462","ORSgOTOT00000177",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"463","ORSgOTOT00000420",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"464","ORSgRGRR00000014",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"465","ORSgTEMT00100282",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"466","ORSgTEMT00100893",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"467","ORSgTEMT00101056",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"468","ORSgTEMT00101242",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"469","ORSgTEMT00101291",4,"hypo - BGI (CHG context) - repeats | hyper - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"470","ORSgTEMT00101315",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"471","ORSgTEMT00101380",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"472","ORSgTEMT00101487",4,"hypo - Azucena (CG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats"
"473","ORSgTEMT00101541",4,"hypo - Azucena (CG context) - repeats | hypo - Azucena (CHG context) - repeats | hyper - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"474","ORSgTEMT00600010",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CG context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"475","ORSgTEMT01602146",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"476","ORSgTEMT01800077",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"477","ORSgTEMT01900038",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hyper - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats"
"478","ORSgTEMT02000071",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"479","ORSgTERT00100535",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"480","ORSgTETN00200004",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"481","ORSgTETN00200008",4,"hypo - Azucena (CHG context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"482","ORSgTETN00200009",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"483","ORSgTETNOOT01830",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"484","ORSiRGRR00500004#rRNA",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"485","ORSiTERTOOT00060",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"486","ORSiTERTOOT00224",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"487","ORSiTERTOOT00268",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"488","ORSiTETN00200007",4,"hypo - Azucena (CG context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"489","ORSiTETN00200013#DNA/En-Spm",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"490","ORSiTETN00200040",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"491","ORSiTETNOOT00087#LTR/Gypsy",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"492","ORSiTETNOOT00089#DNA",4,"hyper - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"493","ORSiTETNOOT00098#DNA",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"494","ORSiTETNOOT00104#DNA",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"495","ORSiTETNOOT00106#DNA",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"496","ORSiTETNOOT00908#DNA",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"497","ORSiTETNOOT00916#DNA",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"498","OSTE19#DNA",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"499","Os01g0148200",4,"hypo - Azucena (CG context) - Upstream | hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"500","Os01g0150800",4,"hypo - Azucena (CHH context) - genes | hyper - BGI (CHH context) - genes | hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"501","Os01g0239100",4,"hyper - BGI (CG context) - genes | hypo - Azucena (CHH context) - Upstream | hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"502","Os01g0246200",4,"hyper - Azucena (CHG context) - genes | hyper - Azucena (CHH context) - genes | hyper - BGI (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"503","Os01g0263600",4,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream"
"504","Os01g0304400",4,"hyper - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream | AZU_Expressed_genes"
"505","Os01g0343100",4,"hyper - BGI (CG context) - genes | hypo - Azucena (CHH context) - Upstream | AZU_Expressed_genes | BGI_Expressed_genes"
"506","Os01g0527400",4,"hypo - Azucena (CHH context) - genes | hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream"
"507","Os01g0576100",4,"hyper - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"508","Os01g0650000",4,"hypo - BGI (CHH context) - genes | hypo - BGI (CG context) - Upstream | hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"509","Os02g0149500",4,"hyper - Azucena (CG context) - Upstream | hyper - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHG context) - Upstream"
"510","Os02g0179200",4,"hypo - Azucena (CHH context) - genes | hyper - BGI (CHG context) - genes | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"511","Os02g0179225",4,"hypo - Azucena (CHH context) - genes | hypo - Azucena (CHH context) - Upstream | hyper - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"512","Os02g0438200",4,"hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream | hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"513","Os02g0498633",4,"hyper - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"514","Os02g0511100",4,"hypo - BGI (CG context) - genes | hypo - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"515","Os02g0570400",4,"hyper - Azucena (CHG context) - genes | hypo - BGI (CHG context) - genes | hyper - Azucena (CG context) - Upstream | BGI_Expressed_genes"
"516","Os03g0122600",4,"hypo - Azucena (CHH context) - genes | hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - genes"
"517","Os03g0134600",4,"hypo - Azucena (CG context) - genes | hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHG context) - Upstream"
"518","Os03g0154300",4,"hypo - Azucena (CHH context) - genes | hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"519","Os03g0374901",4,"hypo - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hyper - BGI (CG context) - genes | hypo - BGI (CHH context) - Upstream"
"520","Os03g0439800",4,"hyper - Azucena (CHH context) - genes | hypo - BGI (CG context) - genes | hypo - BGI (CHH context) - genes | hyper - Azucena (CHH context) - Upstream"
"521","Os03g0603200",4,"hypo - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes | hyper - BGI (CG context) - Upstream | BGI_Expressed_genes"
"522","Os03g0604200",4,"hyper - Azucena (CG context) - genes | hyper - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"523","Os03g0604432",4,"hyper - Azucena (CG context) - genes | hyper - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"524","Os03g0693900",4,"hypo - Azucena (CG context) - Upstream | hyper - Azucena (CHH context) - Upstream | AZU_Expressed_genes | BGI_Expressed_genes"
"525","Os03g0736000",4,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - genes"
"526","Os03g0764450",4,"hypo - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream | hyper - Azucena (CHH context) - Upstream"
"527","Os03g0806100",4,"hypo - BGI (CHG context) - genes | hyper - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes | hyper - Azucena (CHH context) - Upstream"
"528","Os03g0806300",4,"hypo - BGI (CHG context) - genes | hyper - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes | hyper - Azucena (CHH context) - Upstream"
"529","Os04g0369100",4,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"530","Os04g0492600",4,"hypo - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - genes"
"531","Os04g0545100",4,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream | AZU_Expressed_genes"
"532","Os04g0556400",4,"hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | AZU_Expressed_genes | BGI_Expressed_genes"
"533","Os04g0628900",4,"hypo - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hyper - Azucena (CHH context) - genes | hyper - BGI (CHH context) - genes"
"534","Os05g0427900",4,"hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream"
"535","Os05g0463000",4,"hypo - Azucena (CHH context) - Upstream | hyper - Azucena (CHH context) - Upstream | AZU_Expressed_genes | BGI_Expressed_genes"
"536","Os06g0225600",4,"hypo - Azucena (CG context) - Upstream | hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
