,Gene_ID,Total_Lists_Present_In,Categories,ANNOTATION_GENE,ANNOTATION_RXN,Repeat,MSU,MSU_1,TF,Enzymes,RXN,PATHWAY
945,ORSiTEMT06300001#DNA/MuDR,3,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
946,ORSiTERT00100068#LTR/Copia,3,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
947,ORSiTERT00400012#SINE,3,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
948,ORSiTERT00400041,3,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
949,ORSiTERTOOT00012#LINE,3,hypo - Azucena (CG context) - repeats | hyper - Azucena (CHG context) - repeats | hyper - BGI (CHG context) - repeats,,,1,,,,,,
950,ORSiTERTOOT00056,3,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
951,ORSiTERTOOT00904#LTR,3,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
952,ORSiTETN00200001#DNA/En-Spm,3,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
953,ORSiTETN00300006#DNA/MuDR,3,hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
954,ORSiTETNOOT00015#DNA,3,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
955,ORSiTETNOOT00023,3,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
956,ORSiTETNOOT00024,3,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
957,ORSiTETNOOT00047#DNA,3,hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
958,ORSiTETNOOT00056#DNA,3,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
959,ORSiTETNOOT00058#DNA,3,hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
960,ORSiTETNOOT00095#DNA,3,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
961,ORSiTETNOOT00101#DNA,3,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
962,ORSiTETNOOT00107#DNA,3,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
963,ORSiTETNOOT00113#DNA,3,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
964,ORSiTETNOOT00115#DNA,3,hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
965,ORSiTETNOOT00148,3,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
966,ORSiTRTM00000006,3,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
967,Os01g0116901,3,hypo - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes | hyper - Azucena (CG context) - Upstream,,,,,,,,,
968,Os01g0131250,3,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hyper - BGI (CG context) - Upstream,Hypothetical gene.,,,LOC_Os01g04005.1,LOC_Os01g04005,,,,
969,Os01g0144500,3,hypo - Azucena (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream | BGI_Expressed_genes,Ubiquitin fusion degradation protein UFD1 domain containing protein.,,,LOC_Os01g05120.1,LOC_Os01g05120,,,,
970,Os01g0151500,3,hypo - Azucena (CHH context) - genes | hypo - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes,Similar to GGT4 (GAMMA-GLUTAMYL TRANSPEPTIDASE 4); gamma-glutamyltransferase/ glutathione gamma-glutamylcysteinyltransferase.,,,LOC_Os01g05820.1,LOC_Os01g05820,,&gamma;-glutamyltransferase,,
971,Os01g0163450,3,hypo - Azucena (CG context) - genes | hypo - BGI (CHG context) - Upstream | AZU_Expressed_genes,Hypothetical gene.,,,None,None,,,,
972,Os01g0179600,3,hypo - Azucena (CHH context) - Upstream | AZU_Expressed_genes | BGI_Expressed_genes,UDP-glucuronosyl/UDP-glucosyltransferase family protein.,,,LOC_Os01g08440.1,LOC_Os01g08440,,indole-3-acetate &beta;-glucosyltransferase // abscisate &beta;-glucosyltransferase,,abscisic acid degradation by glucosylation
973,Os01g0206600,3,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CG context) - Upstream | hypo - BGI (CHH context) - Upstream,Conserved hypothetical protein.,,,LOC_Os01g10880.1,LOC_Os01g10880,,,,
974,Os01g0207300,3,hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream,Similar to S-adenosylmethionine synthetase 1 (EC 2.5.1.6) (Methionine adenosyltransferase 1) (AdoMet synthetase 1). Splice isoform 2.,,,LOC_Os01g10940.1,LOC_Os01g10940,,methionine adenosyltransferase,,L-methionine degradation I (to L-homocysteine) // ethene biosynthesis I (plants) // 2'-deoxymugineic acid phytosiderophore biosynthesis // <i>S</i>-adenosyl-L-methionine salvage II // S-adenosyl-L-methionine biosynthesis
975,Os01g0233100,3,hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - genes,Similar to Cyclin-A1-2.,,,LOC_Os01g13229.1,LOC_Os01g13229,,,,
976,Os01g0239150,3,hypo - Azucena (CHH context) - Upstream | hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,,,,,,,,,
977,Os01g0274100,3,hypo - Azucena (CHG context) - Upstream | hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream,Similar to disulfide oxidoreductase/ monooxygenase/ oxidoreductase.,,,LOC_Os01g16750.1,LOC_Os01g16750,,indole-3-pyruvate monooxygenase,,indole-3-acetate biosynthesis I
978,Os01g0300400,3,hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Hypothetical conserved gene.,,,LOC_Os01g19460.1,LOC_Os01g19460,,,,
979,Os01g0323950,3,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hyper - BGI (CG context) - Upstream,Similar to Glycine-rich protein 2b.,,,LOC_Os01g22030.1,LOC_Os01g22030,,,,
980,Os01g0326000,3,hyper - BGI (CHH context) - genes | hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Similar to Peroxidase (Fragment).,,,"LOC_Os01g22230.1,LOC_Os01g22230.2",LOC_Os01g22230,,peroxidase,,
981,Os01g0327100,3,hyper - BGI (CG context) - genes | hypo - Azucena (CHH context) - Upstream | AZU_Expressed_genes,Haem peroxidase family protein.,,,LOC_Os01g22352.1,LOC_Os01g22352,,peroxidase,,
982,Os01g0332500,3,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - genes,Similar to Serine carboxypeptidase II-like protein.,,,LOC_Os01g22954.1,LOC_Os01g22954,,,,
983,Os01g0391800,3,hyper - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - Upstream | hyper - Azucena (CHH context) - Upstream,Conserved hypothetical protein.,,,None,None,,,,
984,Os01g0500750,3,hyper - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hyper - BGI (CHH context) - genes,Non-protein coding transcript.,,,None,None,,,,
985,Os01g0508300,3,hypo - Azucena (CHH context) - genes | hypo - Azucena (CHH context) - Upstream | hyper - BGI (CHG context) - Upstream,Conserved hypothetical protein.,,,LOC_Os01g32439.1,LOC_Os01g32439,,,,
986,Os01g0563000,3,hyper - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes,Hypothetical conserved gene.,,,"LOC_Os01g38229.1,LOC_Os01g38229.2,LOC_Os01g38229.3,LOC_Os01g38229.4",LOC_Os01g38229,,,,
987,Os01g0564300,3,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hypo - BGI (CHH context) - Upstream,FK506 binding protein 65c,,,"LOC_Os01g38359.1,LOC_Os01g38359.2",LOC_Os01g38359,,,,
988,Os01g0588900,3,hyper - BGI (CG context) - genes | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,"Cytokinin-activating enzyme, Bioactive cytokinin synthesis",,,"LOC_Os01g40630.1,LOC_Os01g40630.2,LOC_Os01g40630.3",LOC_Os01g40630,,,,
989,Os01g0631400,3,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hypo - BGI (CHH context) - Upstream,Six-hairpin glycosidase domain containing protein.,,,LOC_Os01g44069.1,LOC_Os01g44069,,glycerol-3-phosphate 1-<em>O</em>-acyltransferase,,superpathway of phospholipid biosynthesis II (plants) // phosphatidylglycerol biosynthesis II // CDP-diacylglycerol biosynthesis I // diacylglycerol and triacylglycerol biosynthesis
990,Os01g0649950,3,hypo - BGI (CG context) - genes | hypo - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes,Similar to H0814G11.9 protein.,,,None,None,,,,
991,Os01g0659200,3,hypo - Azucena (CHH context) - Upstream | hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHG context) - Upstream,"Subunit E isoform 1 of vacuolar H<sup>+</sup>-ATPase, Endomembrane luminal pH homeostasis, Dense vesicle-mediated proglutelin vacuolar trafficking",,,LOC_Os01g46980.1,LOC_Os01g46980,,,,
992,Os01g0672700,3,hypo - Azucena (CG context) - genes | hypo - Azucena (CG context) - Upstream | hyper - BGI (CHG context) - Upstream,Hypothetical conserved gene.,,,"LOC_Os01g48210.1,LOC_Os01g48210.2",LOC_Os01g48210,,,,
993,Os01g0683100,3,hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,"Microtubule-severing katanin-like protein, Cell elongation and division",,,LOC_Os01g49000.1,LOC_Os01g49000,,,,
994,Os01g0695625,3,hypo - Azucena (CHH context) - genes | hyper - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream,Hypothetical protein.,,,None,None,,,,
995,Os01g0695700,3,hypo - Azucena (CHH context) - genes | hyper - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream,Similar to MDR-like ABC transporter.,,,"LOC_Os01g50070.1,LOC_Os01g50080.1",LOC_Os01g50070,,,,
996,Os01g0706400,3,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream,"Protein of unknown function DUF292, eukaryotic domain containing protein.",,,"LOC_Os01g51010.1,LOC_Os01g51010.2",LOC_Os01g51010,,,,
997,Os01g0723500,3,hypo - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes,Transcriptional factor B3 family protein.,,,LOC_Os01g52514.1,LOC_Os01g52514,B3,,,
998,Os01g0728350,3,hypo - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hypo - Azucena (CHH context) - Upstream,Similar to Cytochrome P450 monooxygenase CYP72A5.,,,LOC_Os01g52800.1,LOC_Os01g52800,,Os01t0728350-00 // 1.14.19 -- With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water // 11-oxo-&beta;-amyrin 30-oxidase,,
999,Os01g0728375,3,hypo - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hypo - Azucena (CHH context) - Upstream,,,,,,,,,
1000,Os01g0733100,3,hypo - BGI (CHG context) - genes | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Conserved hypothetical protein.,,,LOC_Os01g53230.1,LOC_Os01g53230,,,,
1001,Os01g0734800,3,hyper - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,"Flavonoid O-diglucosyltransferase, Uridine diphosphate glycosyltransferase, Positive regulation of heat tolerance",,,"LOC_Os01g53350.1,LOC_Os01g53350.2",LOC_Os01g53350,,flavonol 3-<em>O</em>-glucosyltransferase // 2.4.1 -- Hexosyltransferases // 2.4.1 -- Hexosyltransferases // abscisate &beta;-glucosyltransferase,,myricetin gentiobioside biosynthesis // abscisic acid degradation by glucosylation
1002,Os01g0751300,3,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CG context) - Upstream | hypo - BGI (CHG context) - Upstream,G protein-coupled receptor-like protein,,,LOC_Os01g54784.1,LOC_Os01g54784,,,,
1003,Os01g0771200,3,hypo - Azucena (CHG context) - Upstream | hypo - BGI (CG context) - Upstream | hypo - BGI (CHH context) - Upstream,"XA21 binding protein 24, ATPase, Inhibition of pattern recognition receptor (PRR) -mediated immunity",,,LOC_Os01g56470.1,LOC_Os01g56470,,,,
1004,Os01g0789100,3,hypo - Azucena (CG context) - Upstream | hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream,CDP-alcohol phosphatidyltransferase family protein.,,,LOC_Os01g57930.1,LOC_Os01g57930,,CDP-diacylglycerol&mdash;glycerol-3-phosphate 1-phosphatidyltransferase,,superpathway of phospholipid biosynthesis II (plants) // cardiolipin biosynthesis II // phosphatidylglycerol biosynthesis I // phosphatidylglycerol biosynthesis II
1005,Os01g0810600,3,hyper - Azucena (CG context) - Upstream | hyper - Azucena (CHG context) - Upstream | hyper - Azucena (CHH context) - Upstream,"Similar to cDNA, clone: J100063K14, full insert sequence.",,,LOC_Os01g59560.1,LOC_Os01g59560,,,,
1006,Os01g0810700,3,hyper - Azucena (CG context) - Upstream | hyper - Azucena (CHG context) - Upstream | hyper - Azucena (CHH context) - Upstream,Hypothetical gene.,,,None,None,,,,
1007,Os01g0825800,3,hypo - Azucena (CG context) - genes | hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - Upstream,"Amino acid transporter, transmembrane domain containing protein.",,,"LOC_Os01g61044.1,LOC_Os01g61044.2",LOC_Os01g61044,,,,
1008,Os01g0852900,3,hypo - BGI (CHH context) - genes | hypo - Azucena (CG context) - Upstream | hypo - Azucena (CHG context) - Upstream,Pentatricopeptide repeat domain containing protein.,,,"LOC_Os01g63400.1,LOC_Os01g63400.2",LOC_Os01g63400,,,,
1009,Os01g0907200,3,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHG context) - Upstream | hyper - BGI (CHH context) - Upstream,Similar to BCL-2 binding anthanogene-1.,,,LOC_Os01g67950.1,LOC_Os01g67950,,,,
1010,Os01g0919500,3,hypo - Azucena (CHH context) - Upstream | hyper - BGI (CG context) - Upstream | hyper - BGI (CHH context) - Upstream,"Zinc finger, RING/FYVE/PHD-type domain containing protein.",,,"LOC_Os01g69040.1,LOC_Os01g69040.2",LOC_Os01g69040,,RING-type E3 ubiquitin transferase,,
1011,Os02g0198700,3,hypo - Azucena (CHH context) - Upstream | AZU_Expressed_genes | BGI_Expressed_genes,Similar to Subtilisin-like protease.,,,LOC_Os02g10520.1,LOC_Os02g10520,,,,
1012,Os02g0216300,3,hyper - Azucena (CHH context) - genes | hypo - BGI (CHG context) - genes | hypo - Azucena (CHH context) - Upstream,"Similar to cDNA clone:J023088C01, full insert sequence.",,,"LOC_Os02g12480.1,LOC_Os02g12480.10,LOC_Os02g12480.2,LOC_Os02g12480.3,LOC_Os02g12480.4,LOC_Os02g12480.5,LOC_Os02g12480.6,LOC_Os02g12480.7,LOC_Os02g12480.8,LOC_Os02g12480.9",LOC_Os02g12480,,,,
1013,Os02g0226600,3,hypo - BGI (CHH context) - genes | hypo - BGI (CHH context) - Upstream | AZU_Expressed_genes,Homeodomain-related domain containing protein.,,,LOC_Os02g13310.1,LOC_Os02g13310,TALE,,,
1014,Os02g0227500,3,hypo - Azucena (CHH context) - Upstream | AZU_Expressed_genes | BGI_Expressed_genes,LRR-receptor-like kinase (LRR-RLK) family protein,,,LOC_Os02g13410.1,LOC_Os02g13410,,,,
1015,Os02g0247200,3,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - genes,"Similar to T-complex protein 1, gamma subunit (TCP-1-gamma) (CCT-gamma) (Matricin) (mTRiC-P5).",,,LOC_Os02g14929.1,LOC_Os02g14929,,,,
1016,Os02g0286933,3,hypo - Azucena (CHH context) - genes | hypo - Azucena (CHH context) - Upstream | AZU_Expressed_genes,Conserved hypothetical protein.,,,LOC_Os02g18540.1,LOC_Os02g18540,,,,
1017,Os02g0291600,3,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hyper - Azucena (CHH context) - Upstream,"Lipase, GDSL domain containing protein.",,,LOC_Os02g18954.1,LOC_Os02g18954,,triacylglycerol lipase,,
1018,Os02g0294700,3,hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CG context) - Upstream,Topoisomerase II-associated protein PAT1 domain containing protein.,,,"LOC_Os02g19220.1,LOC_Os02g19220.2",LOC_Os02g19220,,,,
1019,Os02g0314300,3,hyper - Azucena (CHH context) - genes | hypo - BGI (CHG context) - genes | hyper - BGI (CHH context) - Upstream,"Cation/H<sup>+</sup> exchanger 1c, Cadmium uptake and translocation",,,"LOC_Os02g21009.1,LOC_Os02g21009.2",LOC_Os02g21009,,,,
1020,Os02g0327000,3,hyper - BGI (CG context) - genes | hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,"GTPase activating protein 1, Salinity stress tolerance, Abiotic stress response",,,LOC_Os02g22130.1,LOC_Os02g22130,,,,
1021,Os02g0438700,3,hypo - BGI (CG context) - genes | hypo - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes,Hypothetical protein,,,LOC_Os02g24210.1,LOC_Os02g24210,,,,
1022,Os02g0456500,3,hypo - BGI (CG context) - genes | hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - genes,Similar to GTP-binding protein.,,,LOC_Os02g25870.1,LOC_Os02g25870,,,,
1023,Os02g0462000,3,hypo - Azucena (CHH context) - genes | hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes,Hypothetical gene.,,,None,None,,,,
1024,Os02g0511400,3,hypo - Azucena (CHH context) - genes | hypo - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes,Glucose/ribitol dehydrogenase family protein.,,,LOC_Os02g30714.1,LOC_Os02g30714,,11&beta;-hydroxysteroid dehydrogenase // 17&beta;-estradiol 17-dehydrogenase,,
1025,Os02g0520100,3,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream,NUDIX hydrolase domain containing protein.,,,"LOC_Os02g32060.1,LOC_Os02g32060.2,LOC_Os02g32060.3",LOC_Os02g32060,,diadenosine hexaphosphate hydrolase (AMP-forming) // diadenosine hexaphosphate hydrolase (AMP-forming),,
1026,Os02g0528900,3,hypo - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hyper - BGI (CHH context) - genes,Similar to PDR-like ABC transporter.,,,"LOC_Os02g32690.1,LOC_Os02g32690.2",LOC_Os02g32690,,,,
1027,Os02g0530100,3,hypo - Azucena (CHH context) - genes | hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes,Similar to C4-dicarboxylate transporter/malic acid transport protein.,,,LOC_Os02g32814.1,LOC_Os02g32814,,,,
1028,Os02g0589000,3,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream,Lecithin:cholesterol acyltransferase family protein.,,,LOC_Os02g37654.1,LOC_Os02g37654,,acetylesterase // lysophospholipase // phospholipase A<small><sub>1</sub></small> // phospholipase A<small><sub>2</sub></small>,,"phospholipid remodeling (phosphatidylcholine, yeast) // phosphatidylcholine acyl editing // phospholipases"
1029,Os02g0620566,3,hyper - Azucena (CG context) - Upstream | hyper - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream,,,,,,,,,
1030,Os02g0620600,3,hyper - Azucena (CG context) - Upstream | hyper - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream,"Ammonium transporter, Ammonium uptake",,,LOC_Os02g40730.1,LOC_Os02g40730,,,,
1031,Os02g0653400,3,hyper - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes,Similar to OSIGBa0101C23.8 protein.,,,LOC_Os02g43670.1,LOC_Os02g43670,,very-long-chain 3-oxoacyl-CoA synthase,,very long chain fatty acid biosynthesis I
1032,Os02g0654300,3,hyper - BGI (CG context) - Upstream | hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream,AGC protein kinase,,,LOC_Os02g43740.1,LOC_Os02g43740,,,,
1033,Os02g0686100,3,hypo - Azucena (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream | AZU_Expressed_genes,"E3 ubiquitin ligase, Regulation of tolerance to cold stress, Negative regulation of resistance to blast and bacterial leaf blight diseases, Chitin-triggered immunity",,,LOC_Os02g46100.1,LOC_Os02g46100,,RING-type E3 ubiquitin transferase,,
1034,Os02g0722001,3,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - genes,Similar to Tyrosyl-tRNA synthetase.,,,LOC_Os02g49030.1,LOC_Os02g49030,,,,
1035,Os02g0781300,3,hypo - BGI (CHG context) - Upstream | hyper - BGI (CHH context) - Upstream | AZU_Expressed_genes,"Drought-responsive ethylene response factor 9, ERF family protein",,,LOC_Os02g54050.1,LOC_Os02g54050,ERF,,,
1036,Os02g0794500,3,hypo - Azucena (CG context) - genes | hypo - Azucena (CHH context) - genes | hypo - Azucena (CHH context) - Upstream,Similar to Serine carboxypeptidase II precursor (EC 3.4.16.6) (Carboxypeptidase D) (Bri1 suppressor 1) [Contains: Serine carboxypeptidase II chain A; Serine carboxypeptidase II chain B].,,,"LOC_Os02g55130.1,LOC_Os02g55130.2,LOC_Os02g55130.3,LOC_Os02g55130.4,LOC_Os02g55130.5",LOC_Os02g55130,,,,
1037,Os02g0811800,3,hypo - Azucena (CHH context) - Upstream | AZU_Expressed_genes | BGI_Expressed_genes,"Cinnamoyl-CoA reductase, Drought tolerance, Lignin biosynthesis, Modulation of lignin accumulation",,,LOC_Os02g56700.1,LOC_Os02g56700,,cinnamoyl-CoA reductase,,
1038,Os03g0103300,3,hypo - BGI (CHH context) - Upstream | AZU_Expressed_genes | BGI_Expressed_genes,"Hybrid proline- or glycine-rich protein, Controll of low-temperature germinability, Pre-harvest sprouting resistance",,,"LOC_Os03g01320.1,LOC_Os03g01320.2",LOC_Os03g01320,,,,
1039,Os03g0105401,3,hypo - Azucena (CHH context) - genes | hyper - BGI (CG context) - genes | hyper - BGI (CHH context) - genes,Hypothetical gene.,,,None,None,,,,
1040,Os03g0108600,3,hyper - Azucena (CG context) - genes | hypo - Azucena (CG context) - genes | hypo - Azucena (CHH context) - Upstream,"DEAD-box RNA helicase, Early chloroplast development under cold stress, Cold tolerance, Defence responses against biotic and abiotic stresses",,,LOC_Os03g01830.1,LOC_Os03g01830,,,,
1041,Os03g0122300,3,hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,"Flavanone 3-hydroxylase, Salicylic acid hydroxylase 1, Positive regulation of flavonoid biosynthesis, Resistance to brown planthopper (BPH)",,,"LOC_Os03g03034.1,LOC_Os03g03034.2,LOC_Os03g03034.3,LOC_Os03g03034.4,LOC_Os03g03034.5",LOC_Os03g03034,,flavone synthase II // flavanone 3-dioxygenase,,luteolin biosynthesis // flavonoid biosynthesis (in equisetum) // flavonoid biosynthesis
1042,Os03g0153100,3,hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hypo - BGI (CHG context) - Upstream,"Similar to FAD binding domain containing protein, expressed.",,,"LOC_Os03g05840.1,LOC_Os03g05860.1",LOC_Os03g05840,,salicylate 1-monooxygenase,,
1043,Os03g0193400,3,hyper - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes,Similar to polyamine oxidase precursor.,,,LOC_Os03g09810.1,LOC_Os03g09810,,non-specific polyamine oxidase,,spermine and spermidine degradation III // spermine and spermidine degradation I
1044,Os03g0232400,3,hypo - Azucena (CHH context) - Upstream | AZU_Expressed_genes | BGI_Expressed_genes,Phytosulfokine family protein.,,,LOC_Os03g12990.1,LOC_Os03g12990,,,,
1045,Os03g0234100,3,hyper - BGI (CG context) - Upstream | AZU_Expressed_genes | BGI_Expressed_genes,Similar to Non-symbiotic hemoglobin 4 (rHb4) (ORYsa GLB1d).,,,LOC_Os03g13160.1,LOC_Os03g13160,,1.7.2 -- With a cytochrome as acceptor // 1.7.2 -- With a cytochrome as acceptor,,nitrite reduction (hemoglobin)
1046,Os03g0240600,3,hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHG context) - Upstream,"U-box containing E3 ligase, Response to phosphate starvation",,,LOC_Os03g13740.1,LOC_Os03g13740,,RING-type E3 ubiquitin transferase,,
1047,Os03g0241001,3,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream,Similar to DNA binding protein.,,,None,None,,,,
1048,Os03g0248250,3,hypo - Azucena (CHH context) - genes | hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes,Hypothetical conserved gene.,,,None,None,,,,
1049,Os03g0249900,3,hypo - Azucena (CHH context) - Upstream | hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Conserved hypothetical protein.,,,LOC_Os03g14580.1,LOC_Os03g14580,,,,
1050,Os03g0267400,3,hypo - BGI (CHH context) - genes | hypo - Azucena (CG context) - Upstream | hypo - Azucena (CHG context) - Upstream,Conserved hypothetical protein.,,,None,None,,,,
1051,Os03g0295800,3,hypo - BGI (CG context) - genes | hypo - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes,Gamma interferon inducible lysosomal thiol reductase GILT family protein.,,,"LOC_Os03g18454.1,LOC_Os03g18454.2",LOC_Os03g18454,,,,
1052,Os03g0317100,3,hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream,Pentatricopeptide repeat domain containing protein.,,,LOC_Os03g20190.1,LOC_Os03g20190,,,,
1053,Os03g0332100,3,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - genes,"Gibberellin 13-oxidase, Cytochrome P450 714B2, Negative regulation of plant growth, GA homeostasis",,,"LOC_Os03g21400.1,LOC_Os03g21419.1",LOC_Os03g21400,,,,
1054,Os03g0349600,3,hypo - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Conserved hypothetical protein.,,,"LOC_Os03g22720.1,LOC_Os03g22720.2,LOC_Os03g22720.3",LOC_Os03g22720,,,,
